pval,rval
0.0143985601439856,0.07537920433942583
0.34636536346365365,0.014920047505429154
0.7874212578742126,-0.027945950447934388
5.999400059994001e-4,0.11707685565497537
0.43075692430756923,0.00633421389212312
0.5284471552844715,-0.003295505841261402
0.9456054394560544,-0.05731531531192782
0.39836016398360163,0.008660509711370865
0.0131986801319868,0.07782339854832825
0.12208779122087791,0.03925514916324981
0.45265473452654736,0.004613834163665464
1.9998000199980003e-4,0.11436131161459615
3.9996000399960006e-4,0.12717946760755042
0.0012998700129987,0.10344060909525546
0.004999500049995001,0.0844963621723074
0.3184681531846815,0.017756799200446854
0.06459354064593541,0.05343247782324815
0.0071992800719928,0.08685884920222353
0.35006499350064996,0.01311811068869388
9.999000099990002e-5,0.1463104611775473
0.0071992800719928,0.08693375090783538
0.016198380161983803,0.07221579136265267
0.0032996700329967,0.0907250481343102
0.0331966803319668,0.06213122801383953
0.5229477052294771,-0.001828191956677335
0.0044995500449955,0.08890903982094507
0.8469153084691531,-0.03561417270007839
0.0953904609539046,0.04503002575606272
3.9996000399960006e-4,0.11013509943934646
0.5184481551844815,-0.001009499769786299
0.2987701229877012,0.018311239233637668
0.033396660333966606,0.06297211463914786
0.30996900309969005,0.016739083634499437
0.023797620237976203,0.06968951325359737
0.1050894910508949,0.04340739046804068
0.010098990100989901,0.08153214221322132
0.35356464353564643,0.013440889224626343
0.22617738226177383,0.025819994251801686
0.055694430556944306,0.05520295184914526
0.33636636336366366,0.015148005131067647
0.0046995300469953,0.09179478511915182
0.0481951804819518,0.055877932028582225
0.523947605239476,-0.0021554169030062395
0.3077692230776922,0.017014606772625757
0.9338066193380662,-0.051986089282993315
0.9093090690930907,-0.046007733450699397
0.5616438356164384,-0.005699974675552847
0.22527747225277472,0.02581786965937585
0.0011998800119988001,0.10186594361954597
0.22187781221877811,0.027242731723861633
0.1312868713128687,0.03915199011237324
0.18268173182681732,0.03163239656692996
0.22897710228977103,0.02692701276243093
0.0084991500849915,0.0848085466155014
0.21377862213778623,0.028249543003712563
9.99900009999e-4,0.1138457231671314
4.999500049995e-4,0.12357454101554606
0.011498850114988501,0.08241911828434485
0.023697630236976304,0.07045608102796615
0.3752624737526247,0.011028448923673396
0.0206979302069793,0.07136927424496205
0.3551644835516448,0.012237855953311122
0.062193780621937804,0.05347665930120695
0.058394160583941604,0.0538519386550519
0.0268973102689731,0.06963318656935713
0.1797820217978202,0.032797997958627714
0.24087591240875914,0.024355312333908197
0.10948905109489052,0.0411337646000221
0.47135286471352866,0.0031840369124027943
0.1217878212178782,0.04183875038987805
0.0081991800819918,0.08660981607156724
2.9997000299970003e-4,0.13147119997458157
0.0028997100289971,0.09884989032653121
1.9998000199980003e-4,0.13086478568881088
3.9996000399960006e-4,0.11798295196570917
0.34526547345265474,0.014371069141004906
0.11458854114588542,0.042097334240025
0.8591140885911409,-0.03648609853296813
0.7376262373762624,-0.021854030071869736
0.41235876412358763,0.007527057430502336
0.2900709929007099,0.020503646287975626
0.010798920107989201,0.07782400016845364
0.9852014798520148,-0.0743174778147286
0.10868913108689131,0.042892939254603954
0.3508649135086491,0.012958070395176722
0.797020297970203,-0.028769333526961014
0.0163983601639836,0.07197404381399168
0.1371862813718628,0.03782782421637569
0.014098590140985901,0.07620483360409373
0.2813718628137186,0.019618512678486126
0.6207379262073792,-0.010250648104680399
0.011898810118988102,0.07890392709416917
3.9996000399960006e-4,0.12856304349093087
0.9796020397960205,-0.07095513399114227
0.6739326067393261,-0.01578316557845493
0.7967203279672033,-0.02843091267089067
0.9414058594140586,-0.05399670375151841
0.0705929407059294,0.05075645270485589
0.205979402059794,0.028878273636009675
2.9997000299970003e-4,0.12700255368942603
