pval,rval
0.9402059794020597,-0.055495903248955494
0.045495450454954504,0.057652523392212524
0.6657334266573343,-0.014864096833767285
0.6484351564843516,-0.012835696979735366
0.08149185081491851,0.05014945559958872
0.9998000199980002,-0.12014628393349015
0.014298570142985701,0.07705360679725458
0.902009799020098,-0.04513859917641965
0.9983001699830018,-0.10463324579133823
0.6875312468753124,-0.016764257597945167
0.768023197680232,-0.024986299041675545
0.6554344565543445,-0.014271200200189097
0.5596440355964404,-0.00441565675405691
0.6591340865913409,-0.014779569206149085
0.44855514448555145,0.004071163388557675
0.6986301369863014,-0.017874152726157
0.35826417358264173,0.012311027828502921
0.5557444255574443,-0.004832457255360107
0.8645135486451355,-0.03790391036160942
0.1260873912608739,0.03914368023439121
0.42555744425557446,0.006398248834220003
0.5011498850114988,1.8272331246024844e-4
0.6482351764823517,-0.012990877370829811
0.0316968303169683,0.06411868009808665
0.5129487051294871,-0.0013813950169186628
0.6938306169383062,-0.01726803941277401
0.37296270372962703,0.011391526669350144
0.35906409359064095,0.012321368174408171
0.811918808119188,-0.030190877145222263
0.34996500349965004,0.012457785537841813
0.23177682231776822,0.025012281510841103
0.6901309869013099,-0.01635615234600828
0.918108189181082,-0.04699192757396121
0.7304269573042695,-0.021158302987551544
0.702929707029297,-0.01855396466722605
0.712928707129287,-0.019703002704846484
0.7406259374062594,-0.022646523171493137
0.027297270272972702,0.06604313127482742
0.6178382161783822,-0.01040543368256755
0.0206979302069793,0.06991058984905164
0.08459154084591541,0.048173960715333856
0.7661233876612339,-0.025366081265371074
0.8242175782421758,-0.03179299153915297
0.5396460353964604,-0.0034778719417721967
0.0202979702029797,0.06988919506183243
0.5074492550744926,-8.899841717505135e-4
0.09319068093190681,0.04446835675547019
0.47305269473052697,0.0022964216414831148
0.7942205779422058,-0.028137895601131762
0.025197480251974803,0.06710083585716109
0.958904109589041,-0.061176287669175114
0.9259074092590741,-0.05035799217555426
0.5981401859814018,-0.008225669965111674
0.27387261273872615,0.020071288224733697
0.7242275772422758,-0.020487308541445332
0.9765023497650235,-0.06900180504838249
0.008599140085991401,0.08193229479912564
0.18548145185481452,0.030622144771986916
0.5718428157184282,-0.006424193702127725
0.44525547445255476,0.005316780256933155
0.026297370262973702,0.0651788663634376
0.20627937206279373,0.027129345385877697
0.6423357664233577,-0.012027044328686884
0.0453954604539546,0.05827110168489357
0.5861413858614138,-0.007588347445398744
0.6652334766523348,-0.01460978072638486
0.51004899510049,-6.300278756924978e-4
0.0638936106389361,0.05390783292482701
0.2853714628537146,0.0194937141037242
0.27487251274872515,0.020429759816325378
0.8975102489751025,-0.04461913779939767
0.36936306369363064,0.011348416827239707
0.0041995800419958006,0.09073961862172215
0.0018998100189981002,0.10177603009010593
0.0034996500349965005,0.09389919591590179
0.942905709429057,-0.05411988521840033
0.6835316468353164,-0.01620328443227083
0.46705329467053297,0.002252052135648042
0.49525047495250474,1.5616742558069435e-4
0.40755924407559246,0.007463906082586276
0.0011998800119988001,0.10454982740082623
0.0072992700729927005,0.08382925945638733
0.0832916708329167,0.047124575854282494
0.1267873212678732,0.03963212057369744
0.033996600339966,0.06364631429650586
0.0065993400659934,0.0858781429992669
0.2608739126087391,0.021327396245014243
0.7557244275572442,-0.02449629825016907
0.054594540545945404,0.05600902881403189
0.0052994700529947,0.08835658250439796
0.6828317168283171,-0.016912744965144576
9.999000099990002e-5,0.1512231595171322
2.9997000299970003e-4,0.1333024188325148
0.010998900109989001,0.07897493706959487
0.09729027097290271,0.04403992823066684
0.0086991300869913,0.08109215109463844
0.0428957104289571,0.057897758795827245
9.999000099990002e-5,0.15316644892404943
0.0292970702929707,0.06876880885419379
1.9998000199980003e-4,0.12224176443150378
